,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
4029,Telecommunications Consultant,BaseTeam Recruitment,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Engineering - Telecom/Technology,Information Technology (IT) Computer Science AutoCAD Calculux Computer Engineering Consulting,28 days ago
4030,Senior Recruiter,Korn Ferry,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Human Resources,IT/Software Development,Human Resources (HR) Microsoft Office Interviewing Screening Hiring HR,17 days ago
4031,Director of Housekeeping (5-Star Hotel & Resort) - Kuwait,Talent Bridge HR Consultancy | Jobs in Dubai | Recruitment Agency | Headhunters Dubai,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Manager,Administration,Operations/Management,office management microsoft office secretary hotels operations hospitality,23 days ago
4032,Document Controller,Geosyntec Consultants,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Manager,Administration,Engineering - Construction/Civil/Architecture,Document Control Microsoft Office Admin Construction Engineering English,23 days ago
4033,Billing Analyst - EMEA,HKA,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Accounting/Finance,IT/Software Development,microsoft office accounting information technology (it) engineering billing erp,11 days ago
4034,Client Solutions Manager - Government (KSA),TikTok,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Customer Service/Support,IT/Software Development,Sales Skills Information Technology (IT) Customer Service Customer Support Sales Target Customer Care,29 days ago
4035,VAC - Senior Commercial and Contract Manager (f/m/d),Deutsche Bahn,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Administration,Customer Service/Support,Admin Administration Customer Care Customer Service Customer Support VAC Management,29 days ago
4036,Specialist Logistics - 3PL,talabat,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Logistics/Supply Chain,Operations/Management,Supply Chain Purchasing Microsoft Office Shipping Procurement Export,20 days ago
4037,Operations Manager- Saudi/UAE,Guardian Industries,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Operations/Management,sales engineering management operations quality customer service,21 days ago
4038,Administrative Specialist,GovCIO,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,Administration,Human Resources,Microsoft Office Admin Business Administration Office Management Human Resources (HR) Computer Skills,6 days ago
4039,Graphic Designer,HDR,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Creative/Design/Art,Marketing/PR/Advertising,Adobe Photoshop Design Adobe Illustrator Adobe Indesign Marketing Social Media,26 days ago
4040,Activities Manager (School - Sport & Non Sport),Fortes Investment,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Marketing/PR/Advertising,Project/Program Management,Management Administration Marketing Engineering Education Computer Engineering,8 days ago
4041,Data Privacy Senior Consultant/ Manager,Capco,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,Computer Science SAP Engineering Accounting Data Management Finance,27 days ago
4042,Senior UX Designer,VML,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Creative/Design/Art,IT/Software Development,Adobe Photoshop Adobe Illustrator Information Technology (IT) Graphic Design UX Computer Science,22 days ago
4043,Junior Graphic Designer,S&K HR Consulting,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Creative/Design/Art,Marketing/PR/Advertising,Adobe Photoshop Adobe Illustrator Design Adobe Indesign Social Media Marketing,10 days ago
4044,"Cloud Sales Representative, AGS EMEA Central Sales",Amazon Web Services (AWS),Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,IT/Software Development,Sales/Retail,information technology (it) computer science sales skills engineering marketing cloud,17 days ago
4045,Digital Trading Senior Manager (2022451),Nahdi Medical Co.,Not mentioned,Makkah,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Marketing/PR/Advertising,Social Media Digital Marketing Media Computer Science Information Technology (IT) Sales,27 days ago
4046,Installments and Bank Guarantees Specialist,"Zakat, Tax and Customs Authority",Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,computer science customer support banking administration database financial,28 days ago
4047,Learning Assistant,Park House English School,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Entry Level,Administration,IT/Software Development,computer science microsoft office administration english teaching management,12 days ago
4048,Facilities Manager,Rider Levett Bucknall RLB,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Administration,Operations/Management,Engineering Administration Maintenance Mechanical Engineering Management Electrical Engineering,19 days ago
4049,SMB Scaled Business Sales Regional Lead META- Arabic speaking (Riyadh),TikTok,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,IT/Software Development,Marketing/PR/Advertising,advertising information technology (it) media sales management digital marketing,1 day ago
4050,CEO & Startup Founder,Antler,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Administration,Customer Service/Support,Office Management Microsoft Office Admin Secretary CEO Assistant Admin Assistant,25 days ago
4051,Service Delivery Manager,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Customer Service/Support,IT/Software Development,Customer Support Customer Care Information Technology (IT) Management Computer Science Microsoft Office,7 days ago
4052,Community Activity Center Clerk,Amentum,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,IT/Software Development,customer care customer support call center microsoft office computer skills education,8 days ago
4053,"Head of Office, Dubai",UnitedMasters,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,Accounting/Finance,Administration,Engineering AutoCAD Administration Office Management Technical Office Civil Engineering,11 days ago
4054,"Cloud Security Architect, Cloud and Infrastructure, Mandiant",Google Cloud,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,Installation/Maintenance/Repair,IT/Software Development,computer science engineering computer engineering cloud networking networks,18 days ago
4055,GUCCI Associate Store Director,BoF Careers,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,mechanical engineering microsoft office,27 days ago
4056,Advanced Offensive Cyber Operations Instructor,"Silotech Group, Inc",Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Engineering - Telecom/Technology,information technology (it) computer engineering electrical engineering linux python cyber security,12 days ago
4057,"Assistant Manager, Talent Acquisition",One&Only Resorts,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,Human Resources,Human Resources (HR),HR Interviewing Screening Talent Acquisition Management Talent Management ATS,23 days ago
4058,AMI Operator Center Supervisor,Kaizen Firm,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Entry Level,Administration,Customer Service/Support,call center customer care customer support quality assurance electrical engineering engineering,23 days ago
4059,Field Service Engineer – In Vitro Diagnostics (Jazan Based),Beckman Coulter Diagnostics,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,Electrical Engineering Installation Biomedical Maintenance Mechanical Engineering Service Engineer,23 days ago
4060,Country Manager,UL Solutions,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Manager,Business Development,Operations/Management,Sales Sales Skills Management Business Development Microsoft Office Market Research,14 days ago
4061,Senior / Risk Manager,Turner & Townsend,Not mentioned,Tabuk,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Project/Program Management,Sales Skills Customer Service Project Management Information Technology (IT) Marketing Customer Support,15 days ago
4062,Saturation Diver (9 Months Fixed Term),Oceaneering,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Marketing/PR/Advertising,dives dive dutiesassist duties,16 days ago
4063,Data Analyst,Noon,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Analyst/Research,Analysis Computer Science Information Technology (IT) SQL Microsoft Office Microsoft Excel,18 days ago
4064,Bell Attendant,Bab Al Shams Desert Resort,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,IT/Software Development,customer service customer support ccna repair,2 days ago
4065,"Field Clinical Specialist, CRM (Riyadh, KSA)",Boston Scientific,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Marketing/PR/Advertising,Medical/Healthcare,sales sales skills marketing medical english science,3 days ago
4066,Customer Service Executive,Shiseido,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Customer Service/Support,IT/Software Development,sales sales skills customer support marketing computer skills logistics,6 days ago
4067,Consulting | Risk and Contract Management – Manager | SAP - Oracle,Deloitte,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,Engineering - Construction/Civil/Architecture,IT/Software Development,sales skills sales microsoft office project management information technology (it) sap,24 days ago
4068,"Solution Consultant, Doha",Denodo,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,Computer Science ERP Engineering Sales Sales Skills Accounting,9 days ago
4069,Store Customer Advisor,Zegna,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,Banking,Customer Service/Support,Customer Service Customer Support Call Center English Communication Skills Contact Center,9 days ago
4070,Assistant Guest Engagement Manager,OliOli® Children's Museum,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Administration,IT/Software Development,administration customer service information technology (it) admin communication skills operations,9 days ago
4071,Surveyor I (Emirati National),American Bureau of Shipping (ABS),Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Engineering - Construction/Civil/Architecture,Project/Program Management,engineering construction technical office english management marine,21 days ago
4072,Data Analyst - Abu Dhabi,HDR,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Analyst/Research,Analysis Computer Science Information Technology (IT) SQL Microsoft Office Microsoft Excel,26 days ago
4073,Relocate to Malta Azure Cloud Technical Architect PaaS & App Modernization-Big 4,Black Pen Recruitment,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,Engineering - Construction/Civil/Architecture,IT/Software Development,microsoft agile consultants clients,23 days ago
4074,Relocate to Malta D365 Finance and Operations Technical Architect (Big 4),Black Pen Recruitment,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,microsoft agile developmentkeep developmenta,23 days ago
4075,IT/OT Security Specialist,North Oil Company Qatar,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,IT/Software Development,Sales/Retail,Computer Science VPN Computer Engineering FTP Firewall HTTP,14 days ago
4076,Marine Service Supervisor,Cummins Arabia,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Customer Service/Support,Logistics/Supply Chain,Customer Support Customer Care English Management Communication Communication Skills,24 days ago
4077,English speaking Senior Copywriter,Monks,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Marketing/PR/Advertising,english information technology (it) computer science writing advertising design,2 days ago
4078,MH-60R Electronics Technician III,Valiant Integrated Services,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,technicians electronics duties equipment,29 days ago
4079,Inspector - Supply,Amentum,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Quality,Quality Chrome Inspector Firebug Information Technology (IT) javaScript CSS,6 days ago
4080,Know Your Client Analyst - Associate,Jobs via eFinancialCareers,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Analyst/Research,computer science sales skills sales communication skills business quality,29 days ago
4081,Regional Sales Manager,BaseTeam Recruitment,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Customer Service/Support,Operations/Management,Sales Skills Sales Target Customer Service Customer Support Customer Care Management,19 days ago
4082,Customer Support Specialist,BD,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,Customer Service/Support,IT/Software Development,Customer Support Customer Care Information Technology (IT) Computer Science Technical Support Call Center,30 days ago
4083,Pricing Analyst 3,GovCIO,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,Computer Science Finance Analysis Economics Information Technology (IT) Linux,27 days ago
4084,Configuration Management Specialist,SAUDI AIRLINES,Not mentioned,Makkah,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,IT/Software Development,Marketing Microsoft Office Project Management Human Resources (HR) Computer Science Customer Support,20 days ago
4085,Patriot system Communications Support Technician-Kuwait,Nightwing,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,computer science technical support installation engineering maintenance troubleshooting,10 days ago
4086,Sourcing Intern - Tamheer,GE Vernova,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Student,Human Resources,IT/Software Development,computer science human resources (hr) recruitment engineering supply chain purchasing,27 days ago
4087,Business & Sales Executive,Bukhash Brothers,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Senior Management,Business Development,Marketing/PR/Advertising,Business Development Business Administration Sales Skills Marketing Sales Target Customer Service,23 days ago
4088,"Aircraft Mechanic I (UH-60) - Buehring, Kuwait",Amentum,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,engineering electrical engineering maintenance design electrical mechanical,30 days ago
4089,Consulting | Quality and Risk Management | Legal & Risk Manager – Technology,Deloitte,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Project/Program Management,computer science engineering project management finance management quality,24 days ago
4090,Compressor Engineer,Dev2Work LLC,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,Sales/Retail,Engineering Compressors Maintenance Sales Skills Electrical Engineering Sales,17 days ago
4091,"Assistant Manager, Branch Office - NSA Naples",Navy Federal Credit Union,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Administration,Customer Service/Support,Office Management Secretary Microsoft Office Admin Admin Assistant Sales,25 days ago
4092,Cyber Security,GovCIO,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Sales/Retail,Computer Science Cyber Security Engineering Sales Networking Telecommunication,25 days ago
4093,Senior Manager - Procurement - Aldar Education,Aldar Education,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Project/Program Management,Sales Skills Customer Service Project Management Marketing Information Technology (IT) Customer Support,26 days ago
4094,3PL Executive,OTO,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Senior Management,R&D/Science,Logistics/Supply Chain,Logistics Supply Chain Agriculture Quality Quality Assurance Quality Standards,26 days ago
4095,"Technical Lead, Saudi Pro League (KSA)",IMG,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Sales/Retail,information technology (it) computer science sales marketing social media management,12 days ago
4096,AWS Technical Sales Graduate Program - UAE National,Amazon Web Services (AWS),Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Sales/Retail,information technology (it) sales skills computer science aws microsoft office computer skills,21 days ago
4097,Beauty Consultant UAE,Sunday Riley,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Medical/Healthcare,sales skills information technology (it) microsoft office customer service customer care sales target,28 days ago
4098,BUILDER Mgmt Specialist,Amentum,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Business Development,Marketing/PR/Advertising,sales skills microsoft office marketing engineering management operations,15 days ago
4099,FP&A Manager,Boston Scientific,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Accounting/Finance,Medical/Healthcare,Accounting Financial Analysis Financial Management FP&amp;A FP/RH Financial Planning,15 days ago
4100,"Public Affairs Lead, West Gulf",Takeda,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Marketing/PR/Advertising,Medical/Healthcare,pharmacy pharmaceutical advertising management healthcare medical,23 days ago
4101,Client Sales Representative,Toptal,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,Medical/Healthcare,Sales Skills Sales Target Customer Service Customer Support Customer Care Outdoor Sales,16 days ago
4102,Senior Traffic Manager,Hill & Knowlton,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Project/Program Management,Sales Skills Customer Service Project Management Marketing Information Technology (IT) Customer Support,17 days ago
4103,Consulting | Quality and Risk Management | Senior Legal & Risk Manager – Technology,Deloitte,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Project/Program Management,computer science engineering project management finance management quality,24 days ago
4104,Middle East Procurement Manager,RINA,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Customer Service/Support,IT/Software Development,Information Technology (IT) Sales Skills Computer Science Customer Care Customer Service Customer Support,25 days ago
4105,"Production Coordinator, Saudi Pro League (Travel, KSA)",IMG,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Marketing/PR/Advertising,engineering information technology (it) marketing management social media communication skills,11 days ago
4106,Data Insights Analytics Specialist,Allianz Partners,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Marketing/PR/Advertising,social media e-marketing digital marketing microsoft office english analysis,26 days ago
4107,Floor Supervisor,FIVE Hotels and Resorts,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Customer Service/Support,Operations/Management,customer support customer care call center management operations quality,1 day ago
4108,"GM, Care Area & Digital Monetization & Delivery - International",GE HealthCare,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,IT/Software Development,Marketing/PR/Advertising,customer support customer service information technology (it) sales marketing engineering,23 days ago
4109,Management Accountant - FIVE LUXE,FIVE Hotels and Resorts,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Accounting/Finance,Administration,Accounting Financial Management Financial Analysis Accountant Commerce Microsoft Office,23 days ago
4110,Pre-sales Engineer,OTO,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Sales/Retail,Engineering - Telecom/Technology,Sales Skills Engineering Sales Target Electrical Engineering Mechanical Engineering Customer Service,24 days ago
4111,"Production Coordinator, Saudi Pro League (Live, KSA)",IMG,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Marketing/PR/Advertising,engineering information technology (it) marketing management social media communication skills,11 days ago
4112,Programme Director,Media.Monks Paris,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Manager,Creative/Design/Art,IT/Software Development,teaching microsoft office computer science design animation media,1 month ago
4113,"Bartender, French Concept - FIVE LUXE",FIVE Hotels and Resorts,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,IT/Software Development,computer science engineering computer engineering design it quality,26 days ago
4114,RIYADH BASED PROJECTS SENIOR ASSOCIATE 5 YRS+,Pinsent Masons,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,IT/Software Development,Sales/Retail,information technology (it) sales sales skills finance business development development,22 days ago
4115,"Aviation Security Officer P3 (N'Djamena, Chad)",World Food Programme,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,computer science information technology (it) administration english security supply chain,2 days ago
4116,"Asset & Wealth Management, Information Security Manager, Doha, Associate",Jobs via eFinancialCareers,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,Accounting Financial Analysis Financial Management Assets Information Technology (IT) Commerce,1 month ago
4117,"Consultant, Climate Risk Assessment in Djibouti",International Federation of Red Cross and Red Crescent Societies,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,information technology (it) engineering finance management operations communication skills,22 days ago
4118,"Production Manager, Saudi Pro League (KSA)",IMG,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Creative/Design/Art,IT/Software Development,adobe photoshop design information technology (it) marketing production media,11 days ago
4119,ICT Assistant,UNDP Careers,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Engineering - Telecom/Technology,teaching ict information technology (it) computer science english primary,18 days ago
4120,Cost Controller,FIVE Hotels and Resorts,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,Accounting/Finance,Engineering - Construction/Civil/Architecture,Engineering Accounting Finance Civil Engineering Project Management Construction,1 month ago
4121,Merchandiser - Saudi Arabia,"Stanley Black & Decker, Inc.",Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Creative/Design/Art,Marketing/PR/Advertising,Merchandising Retail Sales Skills Marketing Fashion Microsoft Office,28 days ago
4122,Training Coordinator,Exception Patisserie,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Administration,Coordinator E-Learning Education Human Resources (HR) HR Management Microsoft Office,3 hours ago
4123,Senior L&D Specialist,Exception Patisserie,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Human Resources,Human Resources (HR) learning Training Development E-Learning TOT TNA,2 hours ago
4124,Montessori & EYFS English Teachers,Kiddy Corner Nursery,Sheraton,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 6 Yrs of Exp,Education/Teaching,Teaching Montessori Instructor Nursery,2 hours ago
4125,Engineering instructor ( Procurement-Tender-Cost Control),Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,6 - 10 Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering Instructor Training,15 hours ago
4126,English Language Instructor,E-Planet educational services,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,females_only,Education Instructor English Training Alsun Arts languages Teaching,1 day ago
4127,Part-time Online English Instructor -Evening,Berlitz Egypt,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 5 Yrs of Exp,Education/Teaching,Languages Linguistics Translation Training Teaching Education Communication Skills,3 days ago
4128,Part-time English Instructor Evening - Nasr City,Berlitz Egypt,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 5 Yrs of Exp,Education/Teaching,Languages Linguistics Translation Training Teaching Education Communication Skills,3 days ago
4129,Instructional Designer,Exco Egypt,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,5+ Yrs of Exp,Creative/Design/Art,Educational Educational Technology learning Instructional Design Articulate Captivate Camtasia,3 days ago
4130,VTC Manager (Vocational Training Manager),El Sewedy Technical Academy,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Manager,7 - 10 Yrs of Exp,Operations/Management,Training VTC,3 days ago
4131,Student Discipline Officer,British Modern School,Badr City,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 8 Yrs of Exp,Administration,Administration Education Technology student development Communication skills Development,4 days ago
4132,English Teacher-Nasr City Branch,UCMAS Academy,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,1+ Yrs of Exp,Education/Teaching,Communication skills Development English Teaching Education Training,5 days ago
4133,Java Instructor,MICA,Hadayek Alahram,Giza,Egypt ,Full Time,On-site,Entry Level,0 - 5 Yrs of Exp,IT/Software Development,Java SQL Oracle Computer Science Java Software Development Database Teaching,5 days ago
4134,English Teacher,Middle East International Schools,Faisal,Giza,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Education/Teaching,English Teacher English Teaching Teaching Education Teacher english language English Literature,5 days ago
4135,Training Coordinator,Engosoft,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,2+ Yrs of Exp,males_preferred,Training/Instructor Administration Communication English Microsoft Office Training Skills office,6 days ago
4136,Student Life Training Officer,Taheal,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Training/Instructor,Instructor Management Development,6 days ago
4137,Grip ’N Climb Instructor,Leap Development Hub,New Cairo,Cairo,Egypt ,Full Time,On-site,Student,0 - 1 Yrs of Exp,Administration,Training Sports Education Entertainment Fitness,6 days ago
4138,Mathematics Teacher,almanara academy,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 4 Yrs of Exp,females_only,Education Teaching Travel Mathematics Math,6 days ago
4139,Development & Training Director,Coral Sea,Sharm Alsheikh,South Sinai,Egypt ,Full Time,On-site,Senior Management,2 - 15 Yrs of Exp,Business Development,Development Director Management Training,6 days ago
4140,English Instructor - Alex Branch,English Zone,Glim,Alexandria,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Education/Teaching,Communication skills English Teaching Instructing ESL Instructor pronunciation TEFL,7 days ago
4141,Part-time English instructor in Al-Abbassia/Online,Berlitz Egypt,Abbassia,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Training/Instructor,Teaching Education ESL Instructor,7 days ago
4142,Learning & Development Specialist,Orchidia Pharmaceutical Industries,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Human Resources,Human Resources (HR) Training Recruitment HR English Microsoft Office Administration,7 days ago
4143,Recruitment Specialist in Dokki,Convrld,Dokki,Giza,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Human Resources,Recruitment Personnel English,8 days ago
4144,Sales Trainer (Cairo),OPPO Egypt ,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Sales/Retail,Instructour Sales Training Trainer Training Plan Sales Sales Skills Training Material,10 days ago
4145,Training Program Coordinator,Speakup,Maadi,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Administration,Education Customer Service Customer Support Project Management Training Program Administration,11 days ago
4146,ESL Instructor,Monglish Academy,San Stefano,Alexandria,Egypt ,Full Time,On-site,Entry Level,1 - 10 Yrs of Exp,Education/Teaching,ESL English Teaching tesol TEFL Training Presentation Skills,11 days ago
4147,EC-COUNCIL CPENT trainer,Amazon Group,Dokki,Giza,Egypt ,Full Time,On-site,Senior Management,8 - 16 Yrs of Exp,Education/Teaching,Training,12 days ago
4148,English Language Teacher,Confidential,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Education/Teaching,Courses British Training Teaching language Instructor English,12 days ago
4149,English Language Instructor,Confidential,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Experienced,3+ Yrs of Exp,females_preferred,children British British Curriculum English Instructor language Teaching Education,12 days ago
4150,UC Mas Instructor,UC Mas Zagazig,Zagazig,Sharqia,Egypt ,Full Time,On-site,Entry Level,females_only,Education/Teaching,Education Math Mathematics Teaching Maths TEFL,13 days ago
